countrycode,countryname,adminone,adminlevel,date,datatype,indicator_name,population,prevalence
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-15,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-15,SURVEY,fcs,636789,0.4598116386054931
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-15,SURVEY,rcsi,946386,0.6833649724057705
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-15,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-15,SURVEY,fcs,711300,0.410875581467218
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-15,SURVEY,rcsi,943443,0.5449707454044378
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-15,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-15,SURVEY,fcs,726931,0.3838928208925115
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-15,SURVEY,rcsi,1135930,0.5998855077530474
ZWE,Zimbabwe,Masvingo,subnational,2024-10-15,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-15,SURVEY,fcs,546642,0.3336154952674303
ZWE,Zimbabwe,Masvingo,subnational,2024-10-15,SURVEY,rcsi,1052420,0.6422917001060091
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-15,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-15,SURVEY,fcs,431227,0.5210409049498204
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-15,SURVEY,rcsi,467040,0.564312865956362
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-15,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-15,SURVEY,fcs,237890,0.3128711308682242
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-15,SURVEY,rcsi,434919,0.5720021832194596
ZWE,Zimbabwe,Midlands,subnational,2024-10-15,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-15,SURVEY,fcs,650525,0.3590276106733896
ZWE,Zimbabwe,Midlands,subnational,2024-10-15,SURVEY,rcsi,1052682,0.5809798289979403
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-14,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-14,SURVEY,fcs,190090,0.2854461362885545
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-14,SURVEY,rcsi,314787,0.4726957383548067
ZWE,Zimbabwe,Harare,subnational,2024-10-14,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-14,SURVEY,fcs,579566,0.2387787784241077
ZWE,Zimbabwe,Harare,subnational,2024-10-14,SURVEY,rcsi,1066884,0.4395517650107592
ZWE,Zimbabwe,Manicaland,subnational,2024-10-14,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-14,SURVEY,fcs,979187,0.4805207870202703
ZWE,Zimbabwe,Manicaland,subnational,2024-10-14,SURVEY,rcsi,1246918,0.611905610174299
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-14,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-14,SURVEY,fcs,641161,0.4629685657571606
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-14,SURVEY,rcsi,944686,0.6821374389753417
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-14,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-14,SURVEY,fcs,709396,0.4097757542394469
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-14,SURVEY,rcsi,954822,0.551543714955282
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-14,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-14,SURVEY,fcs,753858,0.3981129903283625
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-14,SURVEY,rcsi,1127315,0.595335919618838
ZWE,Zimbabwe,Masvingo,subnational,2024-10-14,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-14,SURVEY,fcs,525903,0.3209584880188997
ZWE,Zimbabwe,Masvingo,subnational,2024-10-14,SURVEY,rcsi,1025038,0.6255804713833483
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-14,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-14,SURVEY,fcs,432210,0.5222286395062504
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-14,SURVEY,rcsi,464710,0.5614975846578044
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-14,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-14,SURVEY,fcs,242449,0.3188670932274165
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-14,SURVEY,rcsi,449186,0.5907660338399017
ZWE,Zimbabwe,Midlands,subnational,2024-10-14,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-14,SURVEY,fcs,679371,0.3749478450340746
ZWE,Zimbabwe,Midlands,subnational,2024-10-14,SURVEY,rcsi,1075044,0.5933215152204195
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-13,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-13,SURVEY,fcs,195798,0.2940174790521668
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-13,SURVEY,rcsi,314240,0.4718743430339069
ZWE,Zimbabwe,Harare,subnational,2024-10-13,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-13,SURVEY,fcs,533163,0.2196609356672622
ZWE,Zimbabwe,Harare,subnational,2024-10-13,SURVEY,rcsi,1034653,0.4262727272352731
ZWE,Zimbabwe,Manicaland,subnational,2024-10-13,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-13,SURVEY,fcs,964662,0.4733928692359559
ZWE,Zimbabwe,Manicaland,subnational,2024-10-13,SURVEY,rcsi,1250272,0.6135515334960608
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-13,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-13,SURVEY,fcs,631441,0.4559499628490617
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-13,SURVEY,rcsi,934607,0.6748596098898758
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-13,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-13,SURVEY,fcs,732045,0.4228587305429068
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-13,SURVEY,rcsi,934635,0.539882889195295
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-13,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-13,SURVEY,fcs,778576,0.4111665851631145
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-13,SURVEY,rcsi,1146071,0.6052409776623936
ZWE,Zimbabwe,Masvingo,subnational,2024-10-13,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-13,SURVEY,fcs,545625,0.3329948203857216
ZWE,Zimbabwe,Masvingo,subnational,2024-10-13,SURVEY,rcsi,1036289,0.6324469542684061
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-13,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-13,SURVEY,fcs,434688,0.525222745539652
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-13,SURVEY,rcsi,463890,0.5605067989647498
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-13,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-13,SURVEY,fcs,233771,0.3074538531850673
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-13,SURVEY,rcsi,451295,0.593539774707534
ZWE,Zimbabwe,Midlands,subnational,2024-10-13,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-13,SURVEY,fcs,657856,0.3630736218395194
ZWE,Zimbabwe,Midlands,subnational,2024-10-13,SURVEY,rcsi,1067117,0.5889465690310987
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-12,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-12,SURVEY,fcs,193739,0.2909256089137159
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-12,SURVEY,rcsi,315842,0.4742799651620266
ZWE,Zimbabwe,Harare,subnational,2024-10-12,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-12,SURVEY,fcs,519437,0.2140058808285565
ZWE,Zimbabwe,Harare,subnational,2024-10-12,SURVEY,rcsi,1052600,0.4336668164958188
ZWE,Zimbabwe,Manicaland,subnational,2024-10-12,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-12,SURVEY,fcs,981663,0.4817358455010938
ZWE,Zimbabwe,Manicaland,subnational,2024-10-12,SURVEY,rcsi,1244709,0.6108215777897517
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-12,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-12,SURVEY,fcs,641304,0.4630718229810144
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-12,SURVEY,rcsi,940154,0.6788649792655163
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-12,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-12,SURVEY,fcs,721559,0.4168015938252557
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-12,SURVEY,rcsi,945505,0.5461618398076227
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-12,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-12,SURVEY,fcs,776188,0.4099054805241717
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-12,SURVEY,rcsi,1142340,0.6032706336892381
ZWE,Zimbabwe,Masvingo,subnational,2024-10-12,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-12,SURVEY,fcs,550881,0.336202556057561
ZWE,Zimbabwe,Masvingo,subnational,2024-10-12,SURVEY,rcsi,1037821,0.633381933539574
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-12,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-12,SURVEY,fcs,444559,0.5371496303886055
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-12,SURVEY,rcsi,474820,0.5737132472880262
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-12,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-12,SURVEY,fcs,236087,0.3104998388889254
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-12,SURVEY,rcsi,451585,0.5939211805167391
ZWE,Zimbabwe,Midlands,subnational,2024-10-12,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-12,SURVEY,fcs,671951,0.3708527143762266
ZWE,Zimbabwe,Midlands,subnational,2024-10-12,SURVEY,rcsi,1070355,0.5907336354825963
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-11,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-11,SURVEY,fcs,186497,0.2800507553233024
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-11,SURVEY,rcsi,321628,0.4829684355947983
ZWE,Zimbabwe,Harare,subnational,2024-10-11,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-11,SURVEY,fcs,495682,0.204218919755159
ZWE,Zimbabwe,Harare,subnational,2024-10-11,SURVEY,rcsi,1052600,0.4336668164958188
ZWE,Zimbabwe,Manicaland,subnational,2024-10-11,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-11,SURVEY,fcs,982040,0.4819208523860981
ZWE,Zimbabwe,Manicaland,subnational,2024-10-11,SURVEY,rcsi,1249463,0.6131545293316883
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-11,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-11,SURVEY,fcs,638132,0.4607813900155319
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-11,SURVEY,rcsi,940852,0.6793689900504806
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-11,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-11,SURVEY,fcs,739529,0.4271817909276962
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-11,SURVEY,rcsi,935666,0.5404784363968874
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-11,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-11,SURVEY,fcs,745903,0.3939119487024036
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-11,SURVEY,rcsi,1155465,0.6102019562964927
ZWE,Zimbabwe,Masvingo,subnational,2024-10-11,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-11,SURVEY,fcs,552590,0.337245558390737
ZWE,Zimbabwe,Masvingo,subnational,2024-10-11,SURVEY,rcsi,1042107,0.6359976784196165
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-11,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-11,SURVEY,fcs,442388,0.5345264648524817
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-11,SURVEY,rcsi,476035,0.5751813016990767
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-11,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-11,SURVEY,fcs,232381,0.3056257356857742
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-11,SURVEY,rcsi,450289,0.5922166911073263
ZWE,Zimbabwe,Midlands,subnational,2024-10-11,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-11,SURVEY,fcs,690188,0.3809177949432311
ZWE,Zimbabwe,Midlands,subnational,2024-10-11,SURVEY,rcsi,1086900,0.5998648938025551
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-10,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-10,SURVEY,fcs,182747,0.2744196173829474
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-10,SURVEY,rcsi,313657,0.4709988887887797
ZWE,Zimbabwe,Harare,subnational,2024-10-10,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-10,SURVEY,fcs,502281,0.2069376802739277
ZWE,Zimbabwe,Harare,subnational,2024-10-10,SURVEY,rcsi,1037469,0.4274329075081709
ZWE,Zimbabwe,Manicaland,subnational,2024-10-10,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-10,SURVEY,fcs,960252,0.471228730342405
ZWE,Zimbabwe,Manicaland,subnational,2024-10-10,SURVEY,rcsi,1242431,0.6097036847286385
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-10,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-10,SURVEY,fcs,644997,0.4657384588389989
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-10,SURVEY,rcsi,939035,0.6780569734368986
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-10,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-10,SURVEY,fcs,736858,0.4256389135509227
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-10,SURVEY,rcsi,955052,0.5516765722359476
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-10,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-10,SURVEY,fcs,739646,0.3906076221840346
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-10,SURVEY,rcsi,1137886,0.6009184728593172
ZWE,Zimbabwe,Masvingo,subnational,2024-10-10,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-10,SURVEY,fcs,533831,0.3257969447172145
ZWE,Zimbabwe,Masvingo,subnational,2024-10-10,SURVEY,rcsi,1049956,0.640787921434888
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-10,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-10,SURVEY,fcs,440898,0.5327261347516874
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-10,SURVEY,rcsi,484845,0.5858262065232364
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-10,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-10,SURVEY,fcs,235278,0.3094358482004879
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-10,SURVEY,rcsi,451514,0.5938278018531061
ZWE,Zimbabwe,Midlands,subnational,2024-10-10,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-10,SURVEY,fcs,677175,0.37373586296876
ZWE,Zimbabwe,Midlands,subnational,2024-10-10,SURVEY,rcsi,1075043,0.5933209633160182
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-09,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-09,SURVEY,fcs,187733,0.2819067783884434
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-09,SURVEY,rcsi,314289,0.4719479232363276
ZWE,Zimbabwe,Harare,subnational,2024-10-09,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-09,SURVEY,fcs,532160,0.2192477038442095
ZWE,Zimbabwe,Harare,subnational,2024-10-09,SURVEY,rcsi,1028430,0.4237088771506697
ZWE,Zimbabwe,Manicaland,subnational,2024-10-09,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-09,SURVEY,fcs,968287,0.4751717815917659
ZWE,Zimbabwe,Manicaland,subnational,2024-10-09,SURVEY,rcsi,1243305,0.6101325866318049
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-09,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-09,SURVEY,fcs,641980,0.4635599480392319
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-09,SURVEY,rcsi,937546,0.6769817985675407
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-09,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-09,SURVEY,fcs,704483,0.406937807196359
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-09,SURVEY,rcsi,940176,0.5430835943786352
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-09,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-09,SURVEY,fcs,772949,0.4081949621298937
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-09,SURVEY,rcsi,1143857,0.6040717625574442
ZWE,Zimbabwe,Masvingo,subnational,2024-10-09,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-09,SURVEY,fcs,540350,0.3297754890179605
ZWE,Zimbabwe,Masvingo,subnational,2024-10-09,SURVEY,rcsi,1045769,0.6382325962335959
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-09,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-09,SURVEY,fcs,448694,0.5421458484871186
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-09,SURVEY,rcsi,479292,0.5791166541408801
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-09,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-09,SURVEY,fcs,233488,0.307081653722981
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-09,SURVEY,rcsi,455017,0.5984349209898139
ZWE,Zimbabwe,Midlands,subnational,2024-10-09,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-09,SURVEY,fcs,667497,0.3683945321727152
ZWE,Zimbabwe,Midlands,subnational,2024-10-09,SURVEY,rcsi,1090132,0.6016486488276447
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-08,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-08,SURVEY,fcs,182747,0.2744196173829474
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-08,SURVEY,rcsi,310717,0.4665840766435414
ZWE,Zimbabwe,Harare,subnational,2024-10-08,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-08,SURVEY,fcs,514182,0.2118408427127618
ZWE,Zimbabwe,Harare,subnational,2024-10-08,SURVEY,rcsi,1037170,0.4273097207533426
ZWE,Zimbabwe,Manicaland,subnational,2024-10-08,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-08,SURVEY,fcs,968788,0.4754176395476999
ZWE,Zimbabwe,Manicaland,subnational,2024-10-08,SURVEY,rcsi,1256445,0.616580837212589
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-08,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-08,SURVEY,fcs,639847,0.462019754623288
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-08,SURVEY,rcsi,933534,0.6740848196717287
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-08,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-08,SURVEY,fcs,722288,0.4172226936409307
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-08,SURVEY,rcsi,938163,0.5419208043526356
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-08,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-08,SURVEY,fcs,755706,0.3990889205514639
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-08,SURVEY,rcsi,1128453,0.5959368982951851
ZWE,Zimbabwe,Masvingo,subnational,2024-10-08,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-08,SURVEY,fcs,544497,0.3323064022278383
ZWE,Zimbabwe,Masvingo,subnational,2024-10-08,SURVEY,rcsi,1045707,0.6381947576469037
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-08,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-08,SURVEY,fcs,440799,0.5326065155033796
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-08,SURVEY,rcsi,455967,0.5509336342744187
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-08,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-08,SURVEY,fcs,243523,0.3202796099139207
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-08,SURVEY,rcsi,461576,0.6070612682400752
ZWE,Zimbabwe,Midlands,subnational,2024-10-08,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-08,SURVEY,fcs,657508,0.3628815591078576
ZWE,Zimbabwe,Midlands,subnational,2024-10-08,SURVEY,rcsi,1072848,0.592109533155105
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-07,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-07,SURVEY,fcs,200087,0.3004579992191489
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-07,SURVEY,rcsi,326644,0.4905006457038172
ZWE,Zimbabwe,Harare,subnational,2024-10-07,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-10-07,SURVEY,fcs,514182,0.2118408427127618
ZWE,Zimbabwe,Harare,subnational,2024-10-07,SURVEY,rcsi,1037170,0.4273097207533426
ZWE,Zimbabwe,Manicaland,subnational,2024-10-07,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-10-07,SURVEY,fcs,948959,0.4656868662778087
ZWE,Zimbabwe,Manicaland,subnational,2024-10-07,SURVEY,rcsi,1242572,0.6097728782850991
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-07,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-07,SURVEY,fcs,640416,0.4624306172832375
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-10-07,SURVEY,rcsi,931591,0.6726818211685974
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-07,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-07,SURVEY,fcs,724075,0.4182549369476675
ZWE,Zimbabwe,Mashonaland East,subnational,2024-10-07,SURVEY,rcsi,957625,0.5531628408583504
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-07,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-07,SURVEY,fcs,745778,0.393845936106144
ZWE,Zimbabwe,Mashonaland West,subnational,2024-10-07,SURVEY,rcsi,1127453,0.5954087975251086
ZWE,Zimbabwe,Masvingo,subnational,2024-10-07,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-10-07,SURVEY,fcs,551881,0.3368128558429186
ZWE,Zimbabwe,Masvingo,subnational,2024-10-07,SURVEY,rcsi,1044960,0.6377388637072416
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-07,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-07,SURVEY,fcs,456859,0.5520114157844244
ZWE,Zimbabwe,Matabeleland North,subnational,2024-10-07,SURVEY,rcsi,464556,0.5613115102715478
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-07,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-07,SURVEY,fcs,230998,0.3038068245335998
ZWE,Zimbabwe,Matabeleland South,subnational,2024-10-07,SURVEY,rcsi,479408,0.630513779928848
ZWE,Zimbabwe,Midlands,subnational,2024-10-07,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-10-07,SURVEY,fcs,654655,0.3613069758508709
ZWE,Zimbabwe,Midlands,subnational,2024-10-07,SURVEY,rcsi,1094733,0.6041879609781512
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-06,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-10-06,SURVEY,fcs,182867,0.2745998137970388
