countrycode,countryname,adminone,adminlevel,date,datatype,indicator_name,population,prevalence
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-21,SURVEY,fcs,585551,0.3382378850045143
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-21,SURVEY,rcsi,903453,0.5218709077791404
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-21,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-21,SURVEY,fcs,744768,0.3933125543283667
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-21,SURVEY,rcsi,1277756,0.6747839275699232
ZWE,Zimbabwe,Masvingo,subnational,2024-12-21,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-21,SURVEY,fcs,501465,0.3060439818643315
ZWE,Zimbabwe,Masvingo,subnational,2024-12-21,SURVEY,rcsi,1050138,0.6408989959958231
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-21,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-21,SURVEY,fcs,364844,0.4408319699961093
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-21,SURVEY,rcsi,523980,0.6331120578618845
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-21,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-21,SURVEY,fcs,226225,0.2975294109910633
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-21,SURVEY,rcsi,358894,0.4720146775476921
ZWE,Zimbabwe,Midlands,subnational,2024-12-21,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-21,SURVEY,fcs,690364,0.3810149301178647
ZWE,Zimbabwe,Midlands,subnational,2024-12-21,SURVEY,rcsi,1106457,0.6106584881793116
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-20,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-20,SURVEY,fcs,161647,0.24273508123855
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-20,SURVEY,rcsi,287869,0.4322746794005466
ZWE,Zimbabwe,Harare,subnational,2024-12-20,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-20,SURVEY,fcs,583777,0.2405136928875922
ZWE,Zimbabwe,Harare,subnational,2024-12-20,SURVEY,rcsi,1100268,0.4533058339846301
ZWE,Zimbabwe,Manicaland,subnational,2024-12-20,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-20,SURVEY,fcs,755483,0.3707415291874125
ZWE,Zimbabwe,Manicaland,subnational,2024-12-20,SURVEY,rcsi,1215463,0.5964695582702986
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-20,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-20,SURVEY,fcs,614804,0.4439367430360945
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-20,SURVEY,rcsi,884090,0.6383823708869507
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-20,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-20,SURVEY,fcs,575172,0.3322425558043901
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-20,SURVEY,rcsi,886662,0.5121717486501989
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-20,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-20,SURVEY,fcs,771443,0.4073996423701585
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-20,SURVEY,rcsi,1204898,0.6363075616636864
ZWE,Zimbabwe,Masvingo,subnational,2024-12-20,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-20,SURVEY,fcs,521628,0.3183494564364961
ZWE,Zimbabwe,Masvingo,subnational,2024-12-20,SURVEY,rcsi,1054915,0.6438143980704762
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-20,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-20,SURVEY,fcs,323257,0.3905834277801809
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-20,SURVEY,rcsi,514650,0.6218388499152999
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-20,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-20,SURVEY,fcs,222794,0.293016985710434
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-20,SURVEY,rcsi,363482,0.4780487804878048
ZWE,Zimbabwe,Midlands,subnational,2024-12-20,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-20,SURVEY,fcs,685932,0.3785688898111825
ZWE,Zimbabwe,Midlands,subnational,2024-12-20,SURVEY,rcsi,1119507,0.6178608406166317
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-19,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-19,SURVEY,fcs,159441,0.2394224704928371
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-19,SURVEY,rcsi,288531,0.4332687629516172
ZWE,Zimbabwe,Harare,subnational,2024-12-19,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-19,SURVEY,fcs,558590,0.2301367537776928
ZWE,Zimbabwe,Harare,subnational,2024-12-19,SURVEY,rcsi,1075083,0.4429297188664017
ZWE,Zimbabwe,Manicaland,subnational,2024-12-19,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-19,SURVEY,fcs,756513,0.3712469856636839
ZWE,Zimbabwe,Manicaland,subnational,2024-12-19,SURVEY,rcsi,1171853,0.5750686292118511
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-19,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-19,SURVEY,fcs,620915,0.4483493646792419
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-19,SURVEY,rcsi,882080,0.6369309931250907
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-19,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-19,SURVEY,fcs,544222,0.3143645869496026
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-19,SURVEY,rcsi,875956,0.5059875310553894
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-19,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-19,SURVEY,fcs,767321,0.405222810995903
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-19,SURVEY,rcsi,1200513,0.6339918397869008
ZWE,Zimbabwe,Masvingo,subnational,2024-12-19,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-19,SURVEY,fcs,531728,0.3245134842686076
ZWE,Zimbabwe,Masvingo,subnational,2024-12-19,SURVEY,rcsi,1068817,0.6522987856865171
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-19,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-19,SURVEY,fcs,332892,0.4022251596735723
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-19,SURVEY,rcsi,512819,0.6196264979592231
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-19,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-19,SURVEY,fcs,216469,0.2846983934924277
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-19,SURVEY,rcsi,361345,0.4752382142316974
ZWE,Zimbabwe,Midlands,subnational,2024-12-19,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-19,SURVEY,fcs,741255,0.4091018970058083
ZWE,Zimbabwe,Midlands,subnational,2024-12-19,SURVEY,rcsi,1124031,0.6203576561282361
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-18,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-18,SURVEY,fcs,153336,0.2302549779259392
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-18,SURVEY,rcsi,288531,0.4332687629516172
ZWE,Zimbabwe,Harare,subnational,2024-12-18,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-18,SURVEY,fcs,558590,0.2301367537776928
ZWE,Zimbabwe,Harare,subnational,2024-12-18,SURVEY,rcsi,1075083,0.4429297188664017
ZWE,Zimbabwe,Manicaland,subnational,2024-12-18,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-18,SURVEY,fcs,713972,0.3503706517247843
ZWE,Zimbabwe,Manicaland,subnational,2024-12-18,SURVEY,rcsi,1130774,0.5549097490285911
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-18,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-18,SURVEY,fcs,628183,0.4535974311335694
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-18,SURVEY,rcsi,882305,0.6370934607850004
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-18,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-18,SURVEY,fcs,512152,0.2958396609020085
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-18,SURVEY,rcsi,863516,0.4988016850924311
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-18,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-18,SURVEY,fcs,787506,0.415882525039898
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-18,SURVEY,rcsi,1213046,0.6406105267382702
ZWE,Zimbabwe,Masvingo,subnational,2024-12-18,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-18,SURVEY,fcs,521899,0.318514847678328
ZWE,Zimbabwe,Masvingo,subnational,2024-12-18,SURVEY,rcsi,1045405,0.6380104471117257
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-18,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-18,SURVEY,fcs,334024,0.4035929272400819
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-18,SURVEY,rcsi,501178,0.6055609659435542
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-18,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-18,SURVEY,fcs,229482,0.3018129927861694
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-18,SURVEY,rcsi,372232,0.4895567143862325
ZWE,Zimbabwe,Midlands,subnational,2024-12-18,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-18,SURVEY,fcs,780245,0.4306206496135565
ZWE,Zimbabwe,Midlands,subnational,2024-12-18,SURVEY,rcsi,1032829,0.570022870918391
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-17,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-17,SURVEY,fcs,160531,0.2410592545875003
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-17,SURVEY,rcsi,278938,0.4188635612817971
ZWE,Zimbabwe,Harare,subnational,2024-12-17,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-17,SURVEY,fcs,532434,0.2193605907031491
ZWE,Zimbabwe,Harare,subnational,2024-12-17,SURVEY,rcsi,1025248,0.422397906401962
ZWE,Zimbabwe,Manicaland,subnational,2024-12-17,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-17,SURVEY,fcs,749183,0.3676499021966255
ZWE,Zimbabwe,Manicaland,subnational,2024-12-17,SURVEY,rcsi,1128820,0.5539508539270043
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-17,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-17,SURVEY,fcs,631075,0.4556856821222753
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-17,SURVEY,rcsi,884939,0.6389954155236766
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-17,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-17,SURVEY,fcs,478765,0.276553982512516
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-17,SURVEY,rcsi,862434,0.498176678232952
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-17,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-17,SURVEY,fcs,749139,0.3956208827943713
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-17,SURVEY,rcsi,1171302,0.6185654881921949
ZWE,Zimbabwe,Masvingo,subnational,2024-12-17,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-17,SURVEY,fcs,566808,0.345922800738951
ZWE,Zimbabwe,Masvingo,subnational,2024-12-17,SURVEY,rcsi,1057749,0.6455433421188375
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-17,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-17,SURVEY,fcs,329314,0.3979019508811951
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-17,SURVEY,rcsi,488913,0.5907414701809754
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-17,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-17,SURVEY,fcs,223453,0.2938836975320413
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-17,SURVEY,rcsi,365265,0.480393768618193
ZWE,Zimbabwe,Midlands,subnational,2024-12-17,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-17,SURVEY,fcs,727403,0.4014569172386236
ZWE,Zimbabwe,Midlands,subnational,2024-12-17,SURVEY,rcsi,1042399,0.5753045960390925
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-16,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-16,SURVEY,fcs,160010,0.240276901822987
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-16,SURVEY,rcsi,271297,0.4073895546145298
ZWE,Zimbabwe,Harare,subnational,2024-12-16,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-16,SURVEY,fcs,532434,0.2193605907031491
ZWE,Zimbabwe,Harare,subnational,2024-12-16,SURVEY,rcsi,1005437,0.4142358569039584
ZWE,Zimbabwe,Manicaland,subnational,2024-12-16,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-16,SURVEY,fcs,738986,0.3626458830815375
ZWE,Zimbabwe,Manicaland,subnational,2024-12-16,SURVEY,rcsi,1141949,0.5603937064289156
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-16,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-16,SURVEY,fcs,634635,0.458256281541291
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-16,SURVEY,rcsi,895638,0.6467209332720047
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-16,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-16,SURVEY,fcs,465921,0.2691347698478669
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-16,SURVEY,rcsi,859964,0.4967499065666733
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-16,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-16,SURVEY,fcs,756101,0.3992975203556442
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-16,SURVEY,rcsi,1170072,0.6179159242450007
ZWE,Zimbabwe,Masvingo,subnational,2024-12-16,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-16,SURVEY,fcs,611507,0.3732025908446488
ZWE,Zimbabwe,Masvingo,subnational,2024-12-16,SURVEY,rcsi,1110159,0.6775297994127696
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-16,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-16,SURVEY,fcs,338101,0.4085190653749398
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-16,SURVEY,rcsi,495621,0.5988465804602562
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-16,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-16,SURVEY,fcs,214272,0.2818089156895882
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-16,SURVEY,rcsi,394687,0.5190893607507119
ZWE,Zimbabwe,Midlands,subnational,2024-12-16,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-16,SURVEY,fcs,706236,0.3897747567757303
ZWE,Zimbabwe,Midlands,subnational,2024-12-16,SURVEY,rcsi,1072455,0.5918926347253834
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-15,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-15,SURVEY,fcs,176099,0.264436736042286
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-15,SURVEY,rcsi,290547,0.4362960627083521
ZWE,Zimbabwe,Harare,subnational,2024-12-15,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-15,SURVEY,fcs,583777,0.2405136928875922
ZWE,Zimbabwe,Harare,subnational,2024-12-15,SURVEY,rcsi,1003663,0.4135049762916996
ZWE,Zimbabwe,Manicaland,subnational,2024-12-15,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-15,SURVEY,fcs,725977,0.3562619187127839
ZWE,Zimbabwe,Manicaland,subnational,2024-12-15,SURVEY,rcsi,1209179,0.5933857830305993
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-15,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-15,SURVEY,fcs,647044,0.4672165535049328
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-15,SURVEY,rcsi,907399,0.6552132983751068
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-15,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-15,SURVEY,fcs,478398,0.2763419885038017
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-15,SURVEY,rcsi,928967,0.5366088236874134
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-15,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-15,SURVEY,fcs,766196,0.4046286976295669
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-15,SURVEY,rcsi,1159104,0.6121237149988012
ZWE,Zimbabwe,Masvingo,subnational,2024-12-15,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-15,SURVEY,fcs,596265,0.3639004015162287
ZWE,Zimbabwe,Masvingo,subnational,2024-12-15,SURVEY,rcsi,1103090,0.6732155902300769
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-15,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-15,SURVEY,fcs,349690,0.4225217670783663
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-15,SURVEY,rcsi,501478,0.6059234485141839
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-15,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-15,SURVEY,fcs,205122,0.2697749048129467
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-15,SURVEY,rcsi,405887,0.5338195161406993
ZWE,Zimbabwe,Midlands,subnational,2024-12-15,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-15,SURVEY,fcs,704853,0.3890114729886948
ZWE,Zimbabwe,Midlands,subnational,2024-12-15,SURVEY,rcsi,1025635,0.566052470655243
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-14,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-14,SURVEY,fcs,178541,0.2681037330690453
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-14,SURVEY,rcsi,289829,0.4352178874973721
ZWE,Zimbabwe,Harare,subnational,2024-12-14,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-14,SURVEY,fcs,583777,0.2405136928875922
ZWE,Zimbabwe,Harare,subnational,2024-12-14,SURVEY,rcsi,978475,0.4031276251859646
ZWE,Zimbabwe,Manicaland,subnational,2024-12-14,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-14,SURVEY,fcs,742658,0.3644478599561676
ZWE,Zimbabwe,Manicaland,subnational,2024-12-14,SURVEY,rcsi,1196991,0.587404711639534
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-14,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-14,SURVEY,fcs,653890,0.4721599028371186
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-14,SURVEY,rcsi,901305,0.6508129520662637
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-14,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-14,SURVEY,fcs,490543,0.2833574305632975
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-14,SURVEY,rcsi,917877,0.5302027921979273
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-14,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-14,SURVEY,fcs,768569,0.4058818807569585
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-14,SURVEY,rcsi,1167216,0.6164076684456621
ZWE,Zimbabwe,Masvingo,subnational,2024-12-14,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-14,SURVEY,fcs,600573,0.3665295729915492
ZWE,Zimbabwe,Masvingo,subnational,2024-12-14,SURVEY,rcsi,1108555,0.676550878557056
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-14,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-14,SURVEY,fcs,345206,0.4171038609226873
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-14,SURVEY,rcsi,496439,0.5998349496028399
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-14,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-14,SURVEY,fcs,215993,0.2840723618883533
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-14,SURVEY,rcsi,397991,0.5234347565907581
ZWE,Zimbabwe,Midlands,subnational,2024-12-14,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-14,SURVEY,fcs,676189,0.3731916852290513
ZWE,Zimbabwe,Midlands,subnational,2024-12-14,SURVEY,rcsi,1047976,0.5783825668852944
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-13,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-13,SURVEY,fcs,173288,0.260215635042196
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-13,SURVEY,rcsi,279530,0.4197525302579812
ZWE,Zimbabwe,Harare,subnational,2024-12-13,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-13,SURVEY,fcs,593945,0.2447028665434249
ZWE,Zimbabwe,Harare,subnational,2024-12-13,SURVEY,rcsi,990461,0.4080658072708201
ZWE,Zimbabwe,Manicaland,subnational,2024-12-13,SURVEY,total,2037762,0.4590193254072494
ZWE,Zimbabwe,Manicaland,subnational,2024-12-13,SURVEY,fcs,741034,0.3636509072207647
ZWE,Zimbabwe,Manicaland,subnational,2024-12-13,SURVEY,rcsi,1215042,0.5962629590698031
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-13,SURVEY,total,1384891,0.4590193254072494
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-13,SURVEY,fcs,643644,0.4647614866440752
ZWE,Zimbabwe,Mashonaland Central,subnational,2024-12-13,SURVEY,rcsi,907249,0.6551049866018337
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-13,SURVEY,total,1731181,0.4590193254072494
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-13,SURVEY,fcs,486731,0.2811554655463524
ZWE,Zimbabwe,Mashonaland East,subnational,2024-12-13,SURVEY,rcsi,932968,0.5389199627306446
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-13,SURVEY,total,1893578,0.4590193254072494
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-13,SURVEY,fcs,772670,0.4080476220150424
ZWE,Zimbabwe,Mashonaland West,subnational,2024-12-13,SURVEY,rcsi,1156646,0.610825643305953
ZWE,Zimbabwe,Masvingo,subnational,2024-12-13,SURVEY,total,1638539,0.4590193254072494
ZWE,Zimbabwe,Masvingo,subnational,2024-12-13,SURVEY,fcs,610804,0.3727735500955424
ZWE,Zimbabwe,Masvingo,subnational,2024-12-13,SURVEY,rcsi,1113172,0.679368632666052
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-13,SURVEY,total,827626,0.4590193254072494
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-13,SURVEY,fcs,339512,0.410223941732135
ZWE,Zimbabwe,Matabeleland North,subnational,2024-12-13,SURVEY,rcsi,488886,0.5907088467496188
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-13,SURVEY,total,760345,0.4590193254072494
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-13,SURVEY,fcs,215339,0.2832122260289736
ZWE,Zimbabwe,Matabeleland South,subnational,2024-12-13,SURVEY,rcsi,397204,0.5223997001361225
ZWE,Zimbabwe,Midlands,subnational,2024-12-13,SURVEY,total,1811908,0.4590193254072494
ZWE,Zimbabwe,Midlands,subnational,2024-12-13,SURVEY,fcs,685042,0.3780776948940012
ZWE,Zimbabwe,Midlands,subnational,2024-12-13,SURVEY,rcsi,1038893,0.5733696192080393
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-12,SURVEY,total,665940,0.4590193254072494
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-12,SURVEY,fcs,178890,0.2686275356791586
ZWE,Zimbabwe,Bulawayo,subnational,2024-12-12,SURVEY,rcsi,269543,0.4047556836952278
ZWE,Zimbabwe,Harare,subnational,2024-12-12,SURVEY,total,2427209,0.4590193254072494
ZWE,Zimbabwe,Harare,subnational,2024-12-12,SURVEY,fcs,575954,0.2372906494661152
ZWE,Zimbabwe,Harare,subnational,2024-12-12,SURVEY,rcsi,1007920,0.4152588425636194
ZWE,Zimbabwe,Manicaland,subnational,2024-12-12,SURVEY,total,2037762,0.4590193254072494
